GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1901681	sulfur compound binding	0.000158952559329238	0.000158952559329238	+1	Hbegf,Vegfa,Grem2,Adamts5,Fbln7,Adgrg1,Ptprf,Adamts15,Crispld2,Col5a3,Hmgcr,Serpine2,Ptch1,Mgst2,Gss,Rtn4rl1,Ptn,Clec3b,Apob,Glra1
GO:0030546	signaling receptor activator activity	0.000229728707466444	0.000229728707466444	+1	Pdgfb,Hbegf,Edn1,Igf2,Vegfa,Stc2,Tgfb2,Bmp3,Fgf13,Nrg1,Cdc42ep2,Fgf9,Igf1,Fgf5,Wnt9a,Sema3e,Colec10,S100a4,Ccl7,Kitlg,Lgals3,Tgfb1,Inhba,Flrt2,Il6,Ccl2,Angpt4,Crlf1,Fgf2,Cxcl1,Pgf,Artn,Osgin1,Ptn,Cx3cl1
GO:0030234	enzyme regulator activity	0.000275983570521279	0.000275983570521279	+1	Pdgfb,Hbegf,Spata13,Chn1,Vegfa,Angptl4,Anxa3,Timp3,Hexim1,Dlc1,Ajuba,Ppp1r12b,Tfpi,Crim1,Bcar3,Rab3ip,Ppp4r4,Ralgps1,Inka2,Gpsm1,Phactr4,Nrg1,Cdc42ep2,Asap3,Sh2d3c,Rapgef3,Arhgef26,Serpina12,Tbc1d2,Lrcol1,Rap1gap,Eps8l1,Serpina3c,Col6a3,Txnip,Spry4,Atp2b4,Trib2,Arhgap18,Serpinb7,Smap2,Serpinf1,Rin1,Cyth3,Hmgcr,Tgfb1,Rasa3,Dmpk,Dock4,Abr,Serpine1,Serpine2,Cd109,Fgd6,Mgst2,Htr2a,Gpsm2,Rgs2,Plekhg4,Angpt4,Rap1gap2,Arhgef19,Spint2,Arhgap6,Ptn,Scg5,Socs1,Pinlyp,Azin2
GO:0048018	receptor ligand activity	0.000303568013986677	0.000303568013986677	+1	Pdgfb,Hbegf,Edn1,Igf2,Vegfa,Stc2,Tgfb2,Bmp3,Fgf13,Nrg1,Cdc42ep2,Fgf9,Igf1,Fgf5,Wnt9a,Sema3e,Colec10,S100a4,Ccl7,Kitlg,Lgals3,Tgfb1,Inhba,Flrt2,Il6,Ccl2,Crlf1,Fgf2,Cxcl1,Pgf,Artn,Osgin1,Ptn,Cx3cl1
GO:0032896	palmitoyl-CoA 9-desaturase activity	0.000303568013986677	0.000303568013986677	+1	Scd,Scd2,LOC681458,Scd4
GO:0140677	molecular function activator activity	0.0003565165015365	0.0003565165015365	+1	Pdgfb,Hbegf,Edn1,Chn1,Igf2,Vegfa,Dlc1,Ajuba,Stc2,Tgfb2,Bmp3,Fgf13,Phactr4,Nrg1,Cdc42ep2,Asap3,Fgf9,Igf1,Tbc1d2,Fgf5,Wnt9a,Sema3e,Lrcol1,Rap1gap,Itgb6,Colec10,Arhgap18,Smap2,S100a4,Ccl7,Kitlg,Lgals3,Tgfb1,Rasa3,Inhba,Dock4,Abr,Flrt2,Mgst2,Htr2a,Il6,Rgs2,Ccl2,Angpt4,Crlf1,Rap1gap2,Fgf2,Cxcl1,Pgf,Artn,Osgin1,Arhgap6,Ptn,Cx3cl1,Azin2
GO:0050839	cell adhesion molecule binding	0.00055599839950284	0.00055599839950284	+1	Cd200,Ptprf,Igsf9,Bcam,Nrg1,Igf1,Emp2,Tbc1d2,Itgb6,Thy1,Col16a1,Itga4,Itga10,Tnn,Ezr,Vcam1,Fgf2,Icam5,Itgb3,Ptn
GO:0042802	identical protein binding	0.00112290903963817	0.00112290903963817	+1	Pdgfb,Prag1,Npr3,Gadd45a,Fgfr2,Vegfa,Grem2,Adamts5,Tnfsf18,Tnnc1,Hexim1,Tek,Stc2,Mns1,Syt11,Tgfb2,Rb1,Timeless,Alcam,Cep70,Dgat2,Irak2,Traf4,Plxna2,Atf3,Smad6,Foxc2,C1s,Hmgcs2,Nog,Slc4a4,Dapk2,Sncaip,Ucp2,Atp2a1,Rab9b,Tgm1,Rap1gap,Hgd,Bhlhe41,Trim66,Ldlr,Tgfbi,Nqo1,Hmgcs1,S100a4,Igf2r,Col1a2,Txn1,C1qtnf3,B2m,Cpq,Lnx1,Baiap2,Xbp1,Inhba,Mtus2,Ets1,Dnm1,Tnn,Ubash3b,Ezr,Pth1r,C1qtnf1,Mgst2,Htr2a,Cybrd1,Mvd,Gss,Ripk3,Gpsm2,Upp1,Gale,Maf,Cd38,Hes1,Ephb2,Cebpd,Has2,Fgf2,Kctd11,Nr4a1,Itgb3,Hey2,Htra3,Rrm2b,Hcn4,Irf5,Cryl1,Kctd21,Cercam,Traf1,Trim29,Heyl,Gipc2,Ano1,Cryba4,Glra1
GO:0005540	hyaluronic acid binding	0.00136814772818458	0.00136814772818458	+1	Tnfaip6,Cemip,Susd5,Vcan,Layn,Hapln1,Hapln3
GO:0005520	insulin-like growth factor binding	0.00147830826481593	0.00147830826481593	+1	Itga6,Igfbp2,Igf2r,Igfbp7,Igfbp5,Itgb3
GO:0097367	carbohydrate derivative binding	0.00147830826481593	0.00147830826481593	+1	Hbegf,Prag1,Ptk2b,Fgfr2,Vegfa,Tnfaip6,Grem2,Adamts5,Ehd3,Lats2,Tek,Tnik,Pim3,Mcm3,Rps6ka5,Fbln7,Adgrg1,Ddx20,Cdkl5,Ptprf,Adamts15,Crispld2,Abcd4,Ksr1,Rab30,Lpar1,Irak2,Map3k1,Pim1,Dnah17,Nrbp2,Ak7,Prkaa2,Cemip,Dapk2,Coq8a,Dnah7,Tubb3,Musk,Rragd,Atp2c2,Hunk,Rnd1,Tex14,Abca8a,Rad51b,Map4k1,Atp2a1,Rab9b,Cdkl1,Pim2,Cdc42bpg,Cfap45,Cdk15,Arl5c,Abca8,Atp2b4,Trib2,Bgn,Abcc9,Susd5,Cd14,Col5a3,Vcan,Nsf,Arf2,Rab3d,Dmpk,Layn,Rras,Dnm1,Serpine2,Rhoj,Rhobtb1,Runx2,Ctbs,Ak1,Wnk3,Ptch1,Tor4a,P2rx5,Mvd,Gss,Ripk3,Cdkl2,Ephb2,Plk3,Sgk1,Rtn4rl1,Rasl11a,Hapln1,Nrk,Ror2,Pde4a,Nr4a1,Map3k6,Mapkapk3,Sphk1,Hapln3,Ak9,Ptn,Mok,Cdk18,Hck,Clec3b,Atp8a2,Gem,Ramp2,Aatk,Epha3,Dyrk3,Ciita,Irgc,Apob
GO:0016215	acyl-CoA desaturase activity	0.00284544184278731	0.00284544184278731	+1	Scd,Scd2,LOC681458,Scd4
GO:0019955	cytokine binding	0.00286762792076968	0.00286762792076968	+1	Grem2,Il23r,Nog,Il18bp,Bgn,Tsku,Itga4,Ltbp4,Cd109,Crlf1,Fgf2,Itgb3,Tnfrsf1b,Hjv
GO:0036094	small molecule binding	0.00286762792076968	0.00286762792076968	+1	Adamts8,Prag1,Aif1l,Ptk2b,Cdh15,Smoc1,Npr3,Fgfr2,Tnfaip6,Adamts5,Anxa3,Jag1,Ehd3,Lats2,Tnnc1,Tll1,Tek,Tnik,Kdm2b,Pim3,Car3,Mcm3,Slc8a1,Plcb4,Rps6ka5,Fbln7,Heph,Ddx20,Gata6,Cyp2c11,Bdh2,Megf6,Cdkl5,E2f1,Adamts15,Lmcd1,Abcd4,Ksr1,Car1,Rab30,Celsr2,Lpar1,Irak2,Heg1,Nt5c1b,Traf4,Map3k1,Prrg4,Pim1,Dnah17,Nrbp2,C1s,Rhbdl3,Ak7,Prkaa2,Masp2,Suox,Dapk2,Reps2,Hsd17b8,Agbl3,Coq8a,Dnah7,Tubb3,Musk,Rragd,Atp2c2,Hunk,Rnd1,Tex14,Cacna1e,Selenbp1,Pygm,Myl11,Clec4m,Abca8a,Rad51b,Map4k1,Spta1,Zfyve28,Atp2a1,Rab9b,Oit3,Rnf151,Cdkl1,Cyp3a62,Pim2,Colec10,Pcdhb11,Nanos3,Cdc42bpg,Cfap45,Cdk15,Arl5c,Abca8,Chrnb2,Trim66,Lvrn,Trim14,Cabyr,Lcn12,Cyp2j10,Calr4,Atp2b4,Ldlr,Trib2,Aspn,Anxa8,Lrp8,Scd,Sqle,Sod3,Cyp1b1,Dhcr24,S100a4,Eno3,Car5b,Cyp51,Igf2r,Abcc9,Zfp36l2,Dysf,Mgp,Vcan,Nsf,Cyth3,Arf2,Hmgcr,Rab3d,Galnt1,Dmpk,Loxl4,Trim47,Anxa7,Enpp1,Rexo2,Msmo1,Ltbp4,Rras,Ncald,Dnm1,Calml4,Cd248,Rhoj,Loxl3,Rhobtb1,Runx2,Cgref1,Adgre5,Endod1,Ak1,Wnk3,Ptch1,Fgd6,Unc13a,Tor4a,Mgst2,Htr2a,P2rx5,Mvd,Gss,Ripk3,Thbs2,Cdx2,Cdkl2,Stard4,Jph2,Ephb2,Plk3,Sgk1,Rasl11a,Pcdh1,Nrk,Ror2,Pde4a,Nr4a1,Map3k6,Tcea3,Mapkapk3,Sphk1,Sparcl1,Gata2,Ak9,Cyp3a9,Cryl1,Agmo,Mok,Kcnip3,Cdk18,Gcat,Fbln2,Setmar,Hck,Clec3b,Atp8a2,Gem,Nudt6,Traf1,Ramp2,Aatk,Trim29,Epha3,Alpl,Sulf2,Opn3,Dyrk3,Ciita,Creld1,Plcd4,Pclo,Irgc,S100a1,Cyp2s1,Scube2,Mt2A,Glra1
